 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,5.904,3,3,103,1,1,0,255
2,5.552,2,1,94,2,1,0,255
3,8.191,3,3,134,1,2,0,255
4,10.020,2,1,255,2,2,0,255
5,9.045,3,3,138,1,3,0,255
6,11.264,2,1,255,2,3,0,255
7,9.617,3,3,104,1,4,0,255
8,11.522,2,1,255,2,4,0,255
9,9.879,3,3,109,1,5,0,255
10,11.972,2,1,255,2,5,0,255
11,10.192,3,3,128,1,6,0,255
12,12.168,2,1,255,2,6,0,255
13,10.395,3,3,127,1,7,0,255
14,12.470,2,1,255,2,7,0,255
15,10.630,3,3,107,1,8,0,255
16,12.465,2,1,255,2,8,0,255
17,10.809,3,3,130,1,9,0,255
18,12.910,2,1,255,2,9,0,255
19,11.014,3,3,119,1,10,0,255
20,12.987,2,1,255,2,10,0,255
21,11.090,3,3,100,1,11,0,255
22,13.214,2,1,255,2,11,0,255
23,11.108,3,3,121,1,12,0,255
24,13.407,2,1,255,2,12,0,255
25,11.254,3,3,111,1,13,0,255
26,13.562,2,1,255,2,13,0,255
27,11.202,3,3,105,1,14,0,255
28,13.668,2,1,255,2,14,0,255
29,11.260,3,3,117,1,15,0,255
30,13.862,2,1,255,2,15,0,255
31,11.467,3,3,98,1,16,0,255
32,13.993,2,1,255,2,16,0,255
33,11.469,3,3,103,1,17,0,255
34,14.118,2,1,255,2,17,0,255
35,11.533,3,3,102,1,18,0,255
36,14.197,2,1,255,2,18,0,255
37,11.575,3,3,115,1,19,0,255
38,14.317,2,1,255,2,19,0,255
39,11.544,3,3,117,1,20,0,255
40,14.318,2,1,255,2,20,0,255
41,11.695,3,3,106,1,21,0,255
42,14.557,2,1,255,2,21,0,255
43,11.787,3,3,94,1,22,0,255
44,14.660,2,1,255,2,22,0,255
45,11.828,3,3,109,1,23,0,255
46,14.523,2,1,255,2,23,0,255
47,11.781,3,3,96,1,24,0,255
48,14.721,2,1,255,2,24,0,255
49,11.791,3,3,123,1,25,0,255
50,14.788,2,1,255,2,25,0,255
51,11.895,3,3,100,1,26,0,255
52,14.913,2,1,255,2,26,0,255
53,11.908,3,3,116,1,27,0,255
54,15.031,2,1,255,2,27,0,255
55,11.817,3,3,94,1,28,0,255
56,15.196,2,1,255,2,28,0,255
57,11.953,3,3,109,1,29,0,255
58,15.299,2,1,255,2,29,0,255
59,12.022,3,3,100,1,30,0,255
60,15.249,2,1,255,2,30,0,255
61,12.002,3,3,97,1,31,0,255
62,15.396,2,1,255,2,31,0,255
63,12.115,3,3,118,1,32,0,255
64,15.412,2,1,255,2,32,0,255
65,12.164,3,3,123,1,33,0,255
66,15.505,2,1,255,2,33,0,255
67,12.269,3,3,90,1,34,0,255
68,15.508,2,1,255,2,34,0,255
69,12.116,3,3,104,1,35,0,255
70,15.671,2,1,255,2,35,0,255
71,12.008,3,3,100,1,36,0,255
72,15.554,2,1,255,2,36,0,255
73,12.254,3,3,110,1,37,0,255
74,15.773,2,1,255,2,37,0,255
75,12.226,3,3,109,1,38,0,255
76,15.853,2,1,255,2,38,0,255
77,12.352,3,3,112,1,39,0,255
