PIVlab, ASCII chart output - 03-May-2024
FRAME: 2, filenames: A:[2]MAX_Pos002_TimeSrs002_TgKrt18GFP_K4K8MOYSLinj-1.avi & B:[3]MAX_Pos002_TimeSrs002_TgKrt18GFP_K4K8MOYSLinj-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
10,10,-0.5074216127,1.354839563,1
10,18,0.04053497314,1.62292552,1
10,26,-0.08425725996,1.903790951,1
10,34,-0.677580595,2.206587315,1
10,42,-0.6275328994,1.99210453,1
10,50,-0.5105198622,1.801748991,1
10,58,-0.5091648102,2.002276421,1
10,66,-0.7267954946,2.281644821,1
10,74,-0.6764314771,2.153759718,1
10,82,-0.3368050456,2.157847643,1
10,90,-0.06585460901,1.952340245,1
10,98,0.2028056383,1.77707088,1
10,106,-0.0193413496,2.433485508,1
10,114,-1.684989333,-0.7541362047,1
10,122,-1.738589287,1.086409092,1
10,130,-2.268792391,1.206062794,1
10,138,-0.6821719408,0.9525141716,1
10,146,-0.868059516,0.9152692556,1
10,154,-0.524009645,1.162773132,1
10,162,-0.2012753189,1.378086805,1
10,170,0.07987363636,1.774563551,1
10,178,0.05247657001,1.721676588,1
10,186,-0.1560924351,1.108832717,1
10,194,-0.2178180516,1.080283642,1
10,202,-0.2158172429,1.292198777,1
10,210,-0.2645763159,1.503510356,1
10,218,-0.230222553,1.701514602,1
10,226,-1.539856911,-0.1805105209,1
10,234,0.1126898527,2.152663946,1
10,242,0.9150360227,1.462741852,1
10,250,0.8671422005,1.648356915,1
10,258,1.210293174,2.590756655,1
10,266,0.9955158234,1.680166364,1
10,274,0.7928940058,1.152563453,1
10,282,0.5315263271,1.637390971,1
10,290,0.006838083267,3.038230181,1
10,298,0.5239428282,2.782434464,1
10,306,0.6531329155,2.171522379,1
10,314,0.4185072184,1.989103556,1
10,322,0.1972592175,1.913606167,1
10,330,-0.08381101489,1.618560791,1
10,338,-0.3499211669,1.240997195,1
10,346,-0.2871729136,1.004715323,1
10,354,0.156890586,0.9216587543,1
10,362,0.314499408,0.983610332,1
10,370,0.1733036637,0.7383132577,1
10,378,-0.4495877028,0.6812016368,1
10,386,-0.6144271493,0.955534935,1
10,394,-0.6295616627,1.048793674,1
10,402,-0.7451951504,1.25611949,1
10,410,-0.624415338,1.294725776,1
10,418,-0.5398248434,1.091369987,1
10,426,-0.7469819188,0.6713114381,1
10,434,-0.2738006711,0.2220661044,1
10,442,-0.220380038,0.2635151744,1
